roll_res_fs,ph_fs,td_mm_alwd_fs,pwr_delivery,braking_performance,handling,driven,steered,caster_angle,camber_angle,toe_angle,ld_ip_fs,spd_ip_fs,balanced,rem_life_km_fs
-0.156,-0.452,-0.305,0.5,0.0,0.0,-0.5,0.5,-0.422,0.131,0.257,-0.376,-0.181,0.5,-0.06
0.085,-0.042,-0.35,-0.5,0.5,-0.5,0.5,-0.5,0.181,0.322,-0.214,0.226,-0.174,-0.5,-0.11
-0.33,0.287,-0.416,0.0,0.0,0.5,-0.5,0.5,0.327,-0.273,-0.446,-0.418,-0.041,-0.5,0.088
0.326,0.09,0.078,-0.5,0.5,0.5,-0.5,0.5,-0.203,-0.309,0.262,0.191,-0.283,-0.5,0.166
0.306,-0.423,-0.247,-0.5,0.5,0.0,0.5,0.5,-0.472,-0.232,0.179,0.12,-0.061,0.5,0.156
-0.066,0.071,0.411,0.0,0.0,-0.5,0.5,-0.5,0.03,0.097,0.155,-0.116,0.426,-0.5,-0.071
-0.081,0.342,-0.473,0.0,0.5,0.0,0.5,-0.5,-0.448,-0.237,0.238,0.195,0.267,-0.5,0.197
-0.457,-0.019,0.289,-0.5,0.0,0.0,-0.5,-0.5,-0.231,0.44,0.486,0.063,0.225,0.5,-0.048
0.166,0.087,-0.168,-0.5,0.0,0.0,-0.5,0.5,-0.337,0.162,-0.075,0.164,-0.1,-0.5,-0.051
0.351,0.108,-0.479,0.5,0.0,-0.5,-0.5,0.5,0.287,0.247,-0.16,-0.298,-0.17,-0.5,-0.138
-0.352,-0.222,0.363,0.5,0.0,0.5,0.5,0.5,0.366,0.471,0.108,-0.196,0.303,0.5,-0.142
-0.064,0.12,0.164,-0.5,-0.5,-0.5,0.5,-0.5,-0.23,0.193,-0.296,0.387,0.159,-0.5,-0.04
-0.442,0.166,0.352,0.0,-0.5,0.0,-0.5,-0.5,-0.408,0.499,-0.29,-0.154,-0.458,0.5,-0.059
0.305,-0.184,-0.426,-0.5,0.0,0.5,0.5,-0.5,0.298,0.07,-0.247,0.102,-0.075,0.5,-0.088
0.045,0.283,0.411,0.0,-0.5,0.0,-0.5,-0.5,-0.368,-0.33,-0.328,-0.463,-0.102,0.5,0.157
0.333,0.46,-0.361,0.0,0.0,-0.5,-0.5,0.5,-0.397,0.144,-0.056,-0.364,0.216,-0.5,-0.064
-0.448,0.22,-0.124,-0.5,0.0,0.0,0.5,0.5,-0.201,0.478,0.343,0.328,0.202,0.5,-0.083
-0.101,-0.278,-0.358,0.0,0.0,0.0,-0.5,-0.5,0.016,0.34,-0.491,0.192,0.174,0.5,-0.127
0.308,0.306,-0.214,-0.5,-0.5,0.5,0.5,-0.5,-0.397,0.055,0.415,-0.139,0.002,0.5,-0.021
-0.163,-0.239,0.067,0.5,0.0,0.5,0.5,-0.5,0.496,-0.5,0.152,0.365,0.304,-0.5,0.161
0.21,0.203,0.413,0.0,0.0,0.5,0.5,0.5,-0.122,0.123,-0.392,0.381,0.122,-0.5,-0.082
0.271,0.005,0.446,0.5,0.0,-0.5,-0.5,0.5,0.039,0.27,-0.476,0.302,0.267,-0.5,-0.103
0.272,0.128,-0.344,0.5,0.5,-0.5,-0.5,0.5,0.493,-0.318,0.064,0.112,0.376,-0.5,0.147
0.135,0.403,-0.206,0.5,0.5,-0.5,0.5,-0.5,0.304,0.176,-0.458,-0.382,-0.26,0.5,-0.116
0.322,0.148,0.114,-0.5,0.5,-0.5,0.5,0.5,-0.214,-0.127,-0.434,-0.137,-0.149,-0.5,0.078
0.232,-0.344,-0.02,-0.5,0.5,0.0,0.5,0.5,-0.425,-0.106,-0.484,-0.238,0.274,0.5,0.057
0.456,0.483,0.061,0.5,-0.5,-0.5,-0.5,-0.5,-0.095,0.21,0.06,-0.158,0.313,-0.5,-0.087
-0.369,0.178,0.269,-0.5,0.0,0.5,-0.5,0.5,-0.23,0.257,0.104,-0.33,-0.125,0.5,-0.064
0.345,-0.279,0.134,0.5,-0.5,-0.5,0.5,-0.5,-0.489,0.091,-0.135,-0.041,0.471,0.5,-0.073
0.111,0.127,-0.085,0.0,0.0,0.5,-0.5,0.5,0.363,0.169,0.047,-0.229,-0.145,0.5,-0.133
0.464,0.079,0.182,0.5,-0.5,0.5,-0.5,-0.5,0.314,-0.483,-0.253,0.372,-0.292,-0.5,0.18
-0.07,-0.166,0.012,0.5,-0.5,0.5,-0.5,0.5,0.019,-0.396,-0.113,0.436,0.109,0.5,0.184
-0.054,0.476,0.427,0.0,-0.5,-0.5,-0.5,0.5,0.208,-0.413,0.316,0.365,0.124,0.5,0.17
0.348,-0.135,-0.019,0.0,0.5,0.5,0.5,0.5,0.16,0.094,0.395,-0.371,-0.465,-0.5,-0.09
-0.348,-0.267,-0.493,0.0,-0.5,0.5,-0.5,0.5,-0.1,0.461,0.328,0.457,-0.403,0.5,-0.131
-0.024,-0.166,0.335,-0.5,0.0,0.5,0.5,0.5,0.489,0.277,0.113,0.324,-0.399,0.5,-0.137
-0.178,0.141,-0.477,-0.5,0.5,-0.5,0.5,-0.5,-0.375,0.248,0.391,-0.481,-0.096,-0.5,-0.051
0.094,0.201,0.349,-0.5,-0.5,0.0,0.5,0.5,0.022,0.26,0.231,0.284,0.431,0.5,-0.113
-0.187,0.446,0.153,-0.5,0.0,0.5,0.5,0.5,0.467,-0.356,-0.155,-0.276,-0.07,0.5,0.092
0.052,-0.325,-0.307,0.5,0.5,-0.5,0.5,-0.5,-0.202,0.257,-0.099,0.201,-0.001,-0.5,-0.13
-0.037,0.119,-0.026,0.0,0.0,0.5,-0.5,-0.5,0.325,0.212,-0.169,-0.16,-0.258,0.5,-0.122
0.142,0.024,0.497,0.5,0.0,0.0,-0.5,-0.5,-0.144,-0.378,0.048,-0.325,-0.01,0.5,0.11
0.426,0.183,0.408,-0.5,0.0,-0.5,0.5,-0.5,-0.044,-0.433,0.365,0.256,0.006,-0.5,0.174
-0.015,-0.391,0.345,0.0,-0.5,0.5,-0.5,0.5,0.373,0.277,-0.102,0.368,-0.326,-0.5,-0.18
0.332,0.461,0.422,-0.5,0.0,-0.5,0.5,0.5,-0.061,-0.172,-0.462,0.08,0.149,0.5,0.1
-0.014,0.259,-0.053,0.5,0.5,0.5,0.5,0.5,-0.193,-0.27,-0.394,-0.375,-0.062,-0.5,0.098
-0.453,-0.027,-0.433,-0.5,0.0,0.0,-0.5,0.5,-0.036,-0.335,0.17,0.229,-0.072,-0.5,0.184
0.086,-0.193,-0.143,-0.5,0.5,0.5,0.5,0.5,-0.419,0.219,0.293,0.002,0.214,-0.5,-0.066
0.298,-0.139,-0.077,0.5,-0.5,0.0,0.5,-0.5,0.162,-0.013,0.462,0.456,0.421,-0.5,-0.069
-0.302,0.371,-0.484,-0.5,0.0,0.5,-0.5,0.5,-0.057,-0.397,-0.076,-0.371,-0.13,0.5,0.114
0.167,0.493,0.251,0.5,0.0,-0.5,-0.5,-0.5,0.137,-0.374,0.196,0.157,-0.346,0.5,0.167
-0.434,-0.253,-0.204,-0.5,0.0,0.0,0.5,-0.5,-0.14,0.291,0.035,0.283,0.121,0.5,-0.08
-0.044,-0.044,-0.066,-0.5,0.0,0.5,-0.5,0.5,0.384,0.164,-0.418,0.274,-0.314,0.5,-0.117
-0.349,-0.433,-0.315,-0.5,0.0,-0.5,0.5,0.5,-0.482,-0.309,-0.137,-0.474,-0.424,-0.5,0.115
-0.299,0.302,0.119,0.0,0.5,0.0,0.5,0.5,0.008,-0.008,0.431,0.224,0.304,-0.5,-0.011
-0.379,0.342,0.355,0.0,-0.5,-0.5,-0.5,0.5,-0.178,-0.037,-0.209,0.111,0.062,0.5,0.014
-0.437,0.42,0.444,0.5,0.5,-0.5,0.5,-0.5,-0.228,0.365,-0.247,-0.423,-0.094,0.5,-0.059
0.172,0.46,0.223,-0.5,0.5,0.0,-0.5,0.5,0.43,-0.138,-0.294,-0.412,-0.145,-0.5,0.051
-0.041,-0.25,-0.117,0.5,-0.5,0.5,0.5,0.5,-0.372,0.189,-0.37,-0.26,-0.22,-0.5,-0.064
-0.222,-0.384,-0.271,-0.5,-0.5,0.0,0.5,-0.5,-0.2,0.176,0.013,0.064,-0.477,0.5,-0.126
-0.459,-0.14,0.176,0.5,0.5,0.0,-0.5,0.5,-0.231,-0.332,0.283,-0.486,0.118,-0.5,0.151
-0.095,0.376,0.311,0.0,0.5,0.0,0.5,0.5,0.136,-0.046,-0.442,0.489,-0.225,0.5,0.014
0.138,0.318,-0.369,0.5,0.5,-0.5,-0.5,0.5,-0.334,-0.422,-0.029,-0.363,0.378,-0.5,0.15
0.326,-0.174,0.005,-0.5,-0.5,0.0,0.5,0.5,0.076,-0.365,-0.206,-0.216,-0.168,-0.5,0.105
-0.052,0.196,-0.198,-0.5,0.5,0.5,0.5,0.5,0.291,-0.204,-0.194,0.293,0.258,0.5,0.134
-0.004,0.309,-0.288,-0.5,-0.5,-0.5,0.5,0.5,-0.12,0.206,0.195,-0.048,-0.488,-0.5,-0.086
-0.157,0.154,-0.477,0.5,0.5,0.0,-0.5,0.5,0.196,0.326,0.49,-0.402,-0.305,-0.5,-0.103
0.205,-0.197,-0.081,0.5,0.5,0.5,0.5,-0.5,-0.218,0.143,-0.391,0.324,0.389,0.5,-0.045
-0.478,-0.072,0.077,0.0,0.5,-0.5,-0.5,0.5,-0.061,0.365,0.489,-0.179,-0.038,-0.5,-0.07
-0.176,0.139,0.423,-0.5,0.0,0.0,-0.5,-0.5,0.077,0.253,-0.473,0.039,0.089,-0.5,-0.088
-0.386,-0.033,0.05,-0.5,0.5,-0.5,0.5,-0.5,0.294,-0.091,-0.07,0.443,-0.243,-0.5,0.107
0.168,0.442,0.271,-0.5,0.5,-0.5,0.5,-0.5,-0.436,0.013,0.245,-0.031,-0.332,0.5,-0.017
0.111,-0.054,0.133,-0.5,0.5,0.0,-0.5,-0.5,0.495,-0.015,-0.174,0.163,-0.049,0.5,-0.054
-0.327,-0.002,-0.25,0.0,-0.5,-0.5,-0.5,-0.5,0.004,-0.325,0.284,-0.152,-0.43,-0.5,0.118
-0.427,-0.464,-0.439,0.5,-0.5,-0.5,-0.5,-0.5,0.208,-0.118,0.007,0.065,-0.428,0.5,0.074
-0.134,0.483,-0.297,0.5,-0.5,-0.5,0.5,0.5,-0.135,-0.395,0.36,0.364,-0.083,-0.5,0.173
0.018,0.014,-0.185,0.0,0.0,-0.5,0.5,0.5,-0.211,-0.04,-0.414,-0.048,0.352,0.5,0.023
0.155,-0.449,-0.137,0.0,0.0,0.0,-0.5,0.5,-0.292,0.393,0.256,-0.145,0.086,-0.5,-0.111
0.224,0.193,0.013,-0.5,-0.5,0.0,0.5,-0.5,-0.424,-0.063,-0.026,0.409,-0.281,0.5,0.059
-0.093,-0.322,-0.27,0.5,0.5,0.0,0.5,-0.5,-0.096,-0.342,-0.125,-0.336,-0.382,0.5,0.087
-0.075,0.129,-0.378,0.0,0.5,0.5,0.5,0.5,0.263,-0.416,-0.408,0.288,0.425,0.5,0.162
-0.187,0.031,-0.205,0.5,0.5,0.0,0.5,-0.5,0.137,0.242,-0.078,-0.411,0.332,0.5,-0.077
-0.176,-0.474,-0.007,-0.5,0.5,-0.5,-0.5,-0.5,-0.006,-0.057,0.135,0.276,0.251,-0.5,0.002
0.224,-0.339,-0.44,0.5,-0.5,0.0,-0.5,0.5,-0.179,-0.055,-0.137,0.441,0.192,-0.5,-0.011
-0.276,0.392,-0.155,0.0,-0.5,-0.5,0.5,0.5,-0.276,0.493,0.044,0.397,-0.105,0.5,-0.049
-0.428,0.348,-0.013,0.0,0.5,0.0,0.5,0.5,0.334,-0.38,-0.02,0.372,0.404,0.5,0.162
0.129,-0.056,0.114,0.0,-0.5,0.0,-0.5,-0.5,0.379,-0.331,0.003,0.384,0.009,-0.5,0.174
-0.282,-0.341,0.002,-0.5,0.0,-0.5,-0.5,0.5,0.27,-0.061,-0.357,-0.378,-0.167,0.5,-0.081
-0.178,-0.453,0.483,0.0,-0.5,-0.5,-0.5,-0.5,-0.083,0.232,-0.4,0.058,-0.169,0.5,-0.131
-0.481,0.279,-0.06,0.5,-0.5,0.0,-0.5,0.5,0.067,-0.025,-0.109,-0.475,-0.222,0.5,0.001
-0.057,-0.444,0.281,0.5,0.5,0.5,-0.5,0.5,-0.043,-0.171,0.269,0.014,0.303,-0.5,0.048
0.269,-0.308,-0.33,0.0,0.0,0.0,0.5,0.5,0.09,0.346,-0.35,-0.325,-0.283,0.5,-0.16
-0.198,-0.416,0.213,0.5,0.5,0.0,-0.5,0.5,0.235,-0.023,0.249,0.209,0.309,-0.5,-0.042
-0.003,-0.208,0.26,0.5,0.0,-0.5,0.5,-0.5,0.306,-0.241,-0.218,-0.408,-0.301,0.5,0.074
-0.177,-0.013,-0.409,0.5,0.0,0.5,0.5,0.5,0.088,0.366,-0.173,-0.027,0.487,0.5,-0.091
0.09,0.4,0.469,-0.5,0.5,0.0,-0.5,0.5,0.063,-0.348,-0.467,0.317,-0.22,-0.5,0.181
0.325,-0.479,-0.009,0.0,0.5,-0.5,-0.5,-0.5,0.325,0.001,0.163,0.066,-0.213,-0.5,-0.104
0.126,0.175,-0.002,0.5,-0.5,-0.5,0.5,0.5,0.15,-0.415,-0.379,-0.174,-0.022,-0.5,0.089
0.45,-0.187,-0.113,0.0,0.0,0.0,-0.5,-0.5,0.135,0.349,0.307,-0.191,-0.178,-0.5,-0.093
-0.437,0.283,-0.062,0.5,0.0,-0.5,-0.5,-0.5,-0.162,0.083,-0.174,-0.09,0.489,-0.5,-0.039
-0.167,-0.43,0.25,0.5,0.5,-0.5,0.5,0.5,0.031,0.071,0.29,0.276,-0.368,0.5,-0.082
0.247,0.194,-0.378,-0.5,-0.5,-0.5,0.5,-0.5,0.48,0.005,-0.272,0.356,0.23,0.5,-0.072
-0.489,0.072,0.212,0.5,0.0,0.0,0.5,-0.5,-0.055,0.184,-0.207,-0.191,0.257,-0.5,-0.076
-0.223,-0.405,0.203,0.5,0.0,-0.5,-0.5,-0.5,0.054,-0.016,0.497,0.156,-0.292,-0.5,-0.065
0.327,-0.221,-0.383,-0.5,0.0,0.0,0.5,0.5,0.226,0.04,-0.354,-0.087,0.205,0.5,-0.089
-0.073,-0.485,-0.102,-0.5,0.0,0.0,0.5,-0.5,-0.12,0.047,0.09,-0.201,0.473,0.5,-0.091
0.184,-0.218,0.303,-0.5,0.5,0.5,0.5,0.5,0.219,-0.095,-0.008,-0.094,0.479,0.5,0.025
-0.361,-0.031,-0.213,0.5,-0.5,0.0,0.5,0.5,-0.485,0.4,-0.398,-0.254,-0.098,0.5,-0.064
0.335,0.151,0.266,0.0,-0.5,-0.5,-0.5,-0.5,0.332,0.097,-0.073,0.224,-0.398,-0.5,-0.104
-0.457,0.068,0.131,-0.5,0.5,0.0,-0.5,-0.5,0.335,0.396,0.175,0.451,0.315,-0.5,-0.097
-0.182,0.371,-0.264,0.5,0.5,-0.5,0.5,0.5,-0.213,0.134,0.026,0.246,0.336,-0.5,-0.009
0.059,0.285,0.426,0.0,0.5,-0.5,0.5,-0.5,0.321,0.222,-0.012,0.072,0.0,-0.5,-0.123
-0.453,0.23,0.31,0.0,0.5,0.0,0.5,0.5,0.39,0.393,0.088,-0.004,0.123,0.5,-0.119
-0.357,-0.343,0.478,-0.5,0.5,0.5,-0.5,-0.5,0.227,-0.203,-0.248,0.348,-0.34,0.5,0.14
0.437,-0.278,0.135,0.5,0.5,0.5,0.5,-0.5,-0.262,-0.456,-0.453,-0.389,-0.447,0.5,0.134
-0.181,-0.468,0.263,-0.5,-0.5,0.5,0.5,0.5,-0.115,0.338,-0.478,0.314,0.495,-0.5,-0.149
0.439,0.402,-0.214,0.5,0.0,0.0,0.5,-0.5,-0.138,0.456,-0.355,0.3,-0.341,0.5,-0.093
-0.278,-0.325,-0.488,0.5,0.5,0.5,-0.5,0.5,-0.037,-0.348,-0.158,-0.303,0.103,0.5,0.093
-0.061,0.046,-0.47,-0.5,0.5,-0.5,0.5,0.5,0.066,0.261,-0.18,0.269,-0.128,0.5,-0.076
-0.15,0.049,-0.221,0.5,0.0,0.5,-0.5,0.5,-0.07,-0.351,-0.339,-0.226,0.106,-0.5,0.114
-0.082,-0.425,0.168,-0.5,-0.5,0.0,0.5,0.5,0.132,-0.119,-0.088,-0.453,-0.146,-0.5,0.026
-0.412,-0.499,0.313,0.5,0.5,0.5,-0.5,0.5,0.177,-0.184,0.206,-0.336,-0.332,0.5,0.042
-0.026,0.19,-0.381,0.5,-0.5,-0.5,-0.5,0.5,-0.068,0.322,0.278,-0.17,0.142,-0.5,-0.08
-0.327,0.273,0.394,-0.5,0.0,0.5,0.5,0.5,-0.184,-0.188,0.44,-0.085,-0.484,0.5,0.065
0.195,0.2,0.264,0.5,-0.5,-0.5,-0.5,-0.5,-0.387,-0.262,0.437,0.08,0.06,0.5,0.19
-0.137,0.247,-0.48,0.0,0.5,0.5,-0.5,-0.5,0.444,0.434,-0.12,0.369,-0.142,-0.5,-0.101
-0.069,0.104,-0.206,0.5,0.5,0.5,0.5,0.5,-0.04,0.163,0.382,0.401,0.339,0.5,-0.071
0.018,0.463,-0.46,-0.5,0.0,0.5,0.5,0.5,0.413,-0.233,-0.293,0.125,-0.254,-0.5,0.107
-0.128,-0.18,-0.131,0.5,0.0,-0.5,0.5,0.5,-0.302,0.309,0.293,0.127,-0.4,-0.5,-0.053
-0.003,-0.035,-0.417,-0.5,0.5,0.0,-0.5,-0.5,0.329,-0.183,0.355,-0.217,-0.446,0.5,0.071
-0.045,-0.15,-0.38,-0.5,0.0,0.5,0.5,0.5,-0.38,0.339,-0.46,0.171,-0.199,-0.5,-0.053
0.338,-0.451,0.199,0.0,-0.5,-0.5,-0.5,0.5,-0.02,-0.291,-0.008,0.167,-0.031,-0.5,0.135
-0.152,-0.09,0.135,0.0,-0.5,0.0,0.5,0.5,0.395,-0.451,-0.021,-0.123,0.428,0.5,0.091
-0.045,0.415,0.472,0.5,0.0,-0.5,-0.5,0.5,-0.233,-0.283,0.229,0.382,0.259,0.5,0.222
-0.292,-0.058,0.253,-0.5,-0.5,0.0,-0.5,0.5,-0.413,0.179,0.274,0.449,-0.349,-0.5,-0.036
0.385,-0.426,-0.389,0.0,-0.5,0.5,-0.5,0.5,0.029,-0.092,-0.005,0.101,0.12,0.5,0.092
0.245,0.491,-0.073,0.0,0.5,0.5,0.5,-0.5,0.11,-0.256,0.424,-0.264,0.015,-0.5,0.099
0.387,0.23,-0.013,0.5,0.0,0.5,0.5,-0.5,-0.14,0.432,0.479,0.455,0.113,-0.5,-0.093
-0.251,-0.24,0.209,0.5,-0.5,-0.5,0.5,0.5,-0.134,-0.228,-0.157,-0.171,-0.471,0.5,0.081
-0.497,0.426,0.22,0.5,-0.5,-0.5,-0.5,-0.5,0.042,-0.43,0.221,0.494,0.439,0.5,0.193
-0.278,0.283,-0.397,-0.5,-0.5,-0.5,-0.5,-0.5,0.122,-0.182,-0.349,0.252,-0.121,0.5,0.132
0.438,0.059,0.057,0.0,0.0,0.5,-0.5,-0.5,-0.322,0.033,-0.363,0.406,-0.014,-0.5,0.001
0.39,-0.462,0.051,0.5,0.0,0.5,-0.5,0.5,0.427,0.426,0.175,0.128,0.209,-0.5,-0.183
0.141,-0.4,-0.313,0.0,0.0,0.5,-0.5,0.5,-0.063,-0.031,-0.345,-0.145,-0.344,0.5,-0.049
0.374,0.451,-0.054,-0.5,0.5,0.5,0.5,-0.5,-0.481,0.122,-0.401,0.355,-0.363,0.5,-0.019
0.004,0.162,-0.035,0.0,-0.5,0.0,-0.5,-0.5,-0.27,-0.49,-0.171,0.187,-0.028,0.5,0.245
0.34,-0.155,0.354,0.0,-0.5,0.5,-0.5,-0.5,-0.099,0.347,-0.188,0.004,0.134,-0.5,-0.1
0.205,0.455,-0.011,0.0,-0.5,0.5,0.5,-0.5,-0.17,0.227,-0.279,0.175,-0.473,0.5,-0.093
-0.414,-0.386,-0.069,-0.5,0.5,-0.5,0.5,0.5,-0.359,0.275,0.13,-0.469,-0.056,0.5,-0.101
0.392,0.429,-0.166,0.0,-0.5,-0.5,-0.5,-0.5,0.215,0.068,-0.339,-0.013,-0.293,0.5,-0.081
-0.168,-0.235,0.232,0.0,0.0,0.0,-0.5,-0.5,0.018,-0.082,-0.204,-0.172,0.008,-0.5,0.05
0.145,0.067,-0.452,0.5,0.5,0.5,0.5,-0.5,-0.183,0.115,-0.227,0.27,-0.209,-0.5,-0.056
0.492,0.312,0.194,-0.5,-0.5,0.5,0.5,0.5,-0.189,0.163,0.137,0.206,-0.408,0.5,-0.091
0.113,0.107,-0.395,-0.5,0.0,-0.5,-0.5,0.5,0.029,0.372,0.25,0.447,-0.352,0.5,-0.09
0.463,-0.246,0.037,0.5,-0.5,0.0,0.5,-0.5,-0.296,0.404,-0.408,-0.045,0.253,-0.5,-0.073
-0.109,0.011,0.275,0.0,0.0,0.0,0.5,0.5,0.212,0.148,-0.411,-0.475,0.303,-0.5,-0.133
-0.206,-0.193,-0.499,-0.5,0.5,-0.5,0.5,0.5,0.017,-0.39,0.217,-0.308,0.368,0.5,0.107
0.426,-0.476,0.273,0.5,0.0,-0.5,0.5,-0.5,0.279,-0.194,0.126,0.064,0.152,0.5,0.075
0.023,0.257,0.329,0.0,-0.5,0.5,0.5,0.5,-0.02,-0.246,0.221,-0.251,0.327,-0.5,0.089
-0.171,-0.297,-0.134,0.5,0.5,0.0,-0.5,0.5,-0.466,-0.048,-0.138,-0.432,0.425,-0.5,-0.004
-0.372,-0.235,-0.035,0.0,-0.5,-0.5,0.5,0.5,-0.188,-0.055,-0.472,-0.307,-0.161,-0.5,0.008
-0.217,0.278,-0.061,0.5,0.5,0.5,0.5,-0.5,-0.035,0.146,0.483,-0.076,0.463,-0.5,-0.07
0.062,-0.145,-0.341,0.0,-0.5,0.0,-0.5,0.5,-0.228,0.084,-0.417,0.201,-0.488,-0.5,-0.015
-0.198,0.204,0.397,0.0,0.0,0.5,-0.5,0.5,0.07,0.209,-0.154,0.385,-0.286,-0.5,-0.09
0.19,0.134,0.315,-0.5,0.0,-0.5,0.5,0.5,-0.323,0.411,-0.068,0.058,-0.059,0.5,-0.072
0.464,-0.125,-0.172,0.0,0.5,-0.5,0.5,0.5,0.07,0.032,-0.151,0.017,-0.446,0.5,-0.049
-0.087,-0.404,-0.159,-0.5,-0.5,0.5,0.5,-0.5,0.056,0.024,0.207,-0.295,-0.171,-0.5,-0.096
0.05,0.423,-0.346,0.5,0.5,0.5,-0.5,-0.5,-0.189,-0.2,-0.117,-0.336,0.131,0.5,0.08
-0.469,0.317,0.091,0.0,-0.5,-0.5,0.5,0.5,0.328,0.158,-0.177,-0.053,0.493,-0.5,-0.126
-0.182,-0.319,-0.171,0.5,0.0,0.5,-0.5,0.5,-0.177,-0.424,-0.132,0.199,-0.48,-0.5,0.172
0.148,0.081,0.22,0.5,-0.5,0.0,-0.5,-0.5,0.301,0.019,-0.072,0.385,0.164,-0.5,-0.063
0.221,0.113,0.107,0.5,0.0,0.0,0.5,-0.5,-0.335,-0.447,0.093,0.115,-0.346,0.5,0.197
-0.409,-0.047,0.244,-0.5,0.0,0.0,0.5,-0.5,-0.16,0.172,-0.252,-0.393,-0.378,0.5,-0.076
-0.189,-0.398,0.24,0.5,-0.5,0.5,0.5,0.5,-0.348,0.093,-0.173,0.169,-0.295,0.5,-0.059
0.086,0.458,0.434,0.5,0.5,0.5,0.5,-0.5,-0.198,-0.022,0.219,0.18,-0.24,-0.5,-0.001
0.032,-0.351,-0.398,0.5,0.0,0.0,-0.5,-0.5,0.123,-0.049,-0.4,-0.115,0.329,0.5,-0.044
-0.244,0.253,-0.282,0.0,-0.5,-0.5,-0.5,-0.5,0.102,-0.119,0.39,0.157,-0.117,-0.5,0.108
-0.107,-0.317,0.041,0.0,-0.5,0.0,-0.5,-0.5,-0.364,0.486,-0.139,-0.028,-0.406,0.5,-0.102
0.121,-0.077,-0.045,0.0,0.5,-0.5,-0.5,-0.5,-0.385,0.433,-0.432,0.386,-0.465,-0.5,-0.039
0.216,-0.151,-0.033,0.0,-0.5,0.0,-0.5,0.5,-0.425,-0.163,0.079,-0.222,0.443,-0.5,0.107
-0.351,0.049,0.139,-0.5,0.0,0.5,-0.5,-0.5,-0.421,-0.357,0.107,-0.45,-0.267,-0.5,0.155
0.069,-0.017,0.04,0.5,0.0,-0.5,0.5,-0.5,-0.449,0.385,0.378,0.119,0.369,-0.5,-0.06
-0.193,0.467,0.148,-0.5,0.5,0.5,-0.5,-0.5,0.06,-0.437,-0.207,0.053,-0.375,0.5,0.163
-0.45,-0.003,0.218,0.0,0.5,0.5,-0.5,-0.5,0.168,-0.204,0.357,0.178,0.026,0.5,0.127
-0.458,0.134,-0.367,0.0,0.0,-0.5,0.5,0.5,-0.412,0.122,0.49,-0.15,0.154,0.5,-0.024
-0.077,0.352,0.16,0.5,-0.5,0.5,-0.5,0.5,0.006,0.227,-0.276,0.379,0.142,0.5,-0.073
0.061,0.127,0.483,-0.5,0.5,0.5,-0.5,-0.5,-0.148,0.173,-0.326,0.12,-0.051,-0.5,-0.086
0.426,0.365,0.279,0.5,-0.5,0.5,-0.5,-0.5,-0.29,0.018,-0.448,0.306,0.142,-0.5,0.008
0.437,0.003,-0.456,0.0,0.0,0.0,0.5,0.5,-0.174,-0.186,0.386,0.404,0.045,0.5,0.122
0.055,-0.329,0.295,-0.5,0.5,0.0,-0.5,0.5,0.26,-0.178,0.324,-0.437,-0.481,-0.5,0.041
-0.406,-0.279,0.122,-0.5,0.5,0.5,0.5,-0.5,0.373,-0.22,-0.474,-0.236,-0.131,-0.5,0.056
-0.4,-0.243,0.339,0.0,0.0,-0.5,0.5,-0.5,-0.265,-0.074,-0.46,-0.446,0.155,-0.5,0.02
-0.093,0.262,0.499,0.5,-0.5,0.0,0.5,-0.5,0.26,0.458,0.236,-0.192,-0.013,-0.5,-0.137
-0.006,-0.202,0.059,0.5,0.5,-0.5,-0.5,-0.5,-0.16,-0.07,0.359,0.198,-0.436,0.5,0.042
0.437,0.272,-0.408,0.0,0.0,0.0,0.5,-0.5,0.486,0.334,-0.42,0.12,0.129,0.5,-0.138
-0.384,-0.385,0.325,0.5,0.0,0.5,0.5,-0.5,-0.065,-0.418,-0.075,0.015,0.056,0.5,0.08
0.043,-0.459,-0.086,0.0,0.5,0.0,-0.5,0.5,0.498,-0.307,0.001,-0.277,0.226,0.5,0.071
-0.298,0.366,0.034,0.0,0.0,-0.5,0.5,0.5,-0.289,-0.231,0.126,-0.02,0.028,-0.5,0.123
-0.37,0.456,-0.493,0.5,0.5,0.5,0.5,0.5,0.312,0.345,0.384,-0.141,0.458,0.5,-0.117
-0.087,-0.136,0.474,0.5,0.5,0.0,0.5,-0.5,-0.034,0.003,0.084,-0.057,-0.327,0.5,-0.033
0.088,0.171,-0.119,0.5,-0.5,0.5,-0.5,0.5,-0.014,0.223,0.282,-0.331,-0.142,-0.5,-0.094
-0.136,0.074,-0.225,-0.5,0.0,0.0,0.5,0.5,-0.357,0.396,-0.487,0.432,-0.39,0.5,-0.049
-0.239,0.47,0.092,0.5,0.0,-0.5,0.5,-0.5,0.264,-0.106,-0.002,0.212,-0.065,-0.5,0.101
0.405,-0.167,-0.137,0.0,0.5,-0.5,0.5,-0.5,-0.22,-0.375,-0.031,0.178,0.329,0.5,0.197
-0.012,0.31,0.377,0.5,0.0,0.5,-0.5,-0.5,-0.139,0.113,-0.046,0.458,-0.498,0.5,-0.055
0.294,0.304,-0.133,0.0,0.5,0.5,-0.5,0.5,-0.453,-0.216,-0.435,0.086,0.04,0.5,0.17
-0.285,0.012,0.277,0.0,0.5,0.0,-0.5,0.5,-0.439,0.235,0.452,-0.417,0.427,0.5,-0.056
